0,289180.0,150122
1,233061.0,150140
2,78130.0,150131
3,62713.0,130101
4,39533.0,120101
5,23278.0,080108
6,22346.0,230101
7,16407.0,070101
8,15945.0,200101
9,15376.0,150135
10,14910.0,150101
11,14069.0,220101
12,14043.0,140101
13,13252.0,150130
14,12897.0,110101
15,12335.0,220901
16,11633.0,150103
17,10537.0,040101
18,10207.0,020101
19,9908.0,240101
20,9796.0,060101
21,9789.0,150132
22,9422.0,120114
23,8880.0,100101
24,8715.0,080106
25,8461.0,150112
26,8178.0,250101
27,7662.0,190113
28,7302.0,150117
29,6940.0,150136
30,6425.0,150115
31,6330.0,160101
32,5955.0,150114
33,5722.0,150133
34,5356.0,150108
35,5115.0,150113
36,5020.0,080101
37,4835.0,040129
38,4372.0,050101
39,4371.0,211101
40,4311.0,040103
41,4291.0,150120
42,4236.0,150141
43,3935.0,150118
44,3219.0,200104
45,3066.0,220910
46,3043.0,200601
47,3005.0,120801
48,2709.0,030101
49,2571.0,220801
50,2570.0,110201
51,2406.0,150116
52,2273.0,060801
53,2272.0,110501
54,2268.0,150104
55,2146.0,150110
56,2146.0,070104
57,2106.0,120125
58,1806.0,220903
59,1806.0,150134
60,1798.0,150121
61,1673.0,200501
62,1672.0,150801
63,1670.0,150137
64,1505.0,170101
65,1505.0,150143
66,1505.0,080104
67,1480.0,220909
68,1372.0,021809
69,1203.0,010101
70,1202.0,180301
71,1199.0,150601
72,1073.0,120303
73,1073.0,070106
74,1042.0,040126
75,916.0,180101
76,904.0,190101
77,903.0,130107
78,903.0,120401
79,903.0,110505
80,902.0,140106
81,902.0,120808
82,902.0,120701
83,860.0,120301
84,603.0,200706
85,602.0,250105
86,602.0,200705
87,602.0,190104
88,602.0,150201
89,602.0,130111
90,602.0,120604
91,602.0,040108
92,601.0,120305
93,599.0,040117
94,302.0,220105
95,301.0,240201
96,301.0,220804
97,301.0,180104
98,301.0,160201
99,301.0,160113
100,301.0,160108
101,301.0,150811
102,301.0,150142
103,301.0,150139
104,301.0,150129
105,301.0,150125
106,301.0,150107
107,301.0,150105
108,301.0,131202
109,301.0,130401
110,301.0,130104
111,301.0,110210
112,301.0,100601
113,301.0,081304
114,301.0,081302
115,301.0,081301
116,301.0,060201
117,301.0,021801
118,301.0,021101
119,301.0,020105
120,301.0,010701
121,300.0,210106
122,300.0,150508
123,300.0,150109
124,1.0,240203
125,0.0,250302
126,0.0,250301
127,0.0,250202
128,0.0,250107
129,0.0,250106
130,0.0,250104
131,0.0,250103
132,0.0,250102
133,0.0,240304
134,0.0,240302
135,0.0,240301
136,0.0,240202
137,0.0,240106
138,0.0,240105
139,0.0,240104
140,0.0,240103
141,0.0,240102
142,0.0,230407
143,0.0,230401
144,0.0,230303
145,0.0,230302
146,0.0,230301
147,0.0,230110
148,0.0,230109
149,0.0,230108
150,0.0,230107
151,0.0,230104
152,0.0,230103
153,0.0,230102
154,0.0,221005
155,0.0,221004
156,0.0,221003
157,0.0,221002
158,0.0,221001
159,0.0,220914
160,0.0,220913
161,0.0,220912
162,0.0,220908
163,0.0,220906
164,0.0,220904
165,0.0,220809
166,0.0,220808
167,0.0,220807
168,0.0,220806
169,0.0,220805
170,0.0,220802
171,0.0,220709
172,0.0,220708
173,0.0,220707
174,0.0,220705
175,0.0,220703
176,0.0,220701
177,0.0,220605
178,0.0,220603
179,0.0,220602
180,0.0,220601
181,0.0,220511
182,0.0,220510
183,0.0,220509
184,0.0,220508
185,0.0,220507
186,0.0,220506
187,0.0,220505
188,0.0,220504
189,0.0,220503
190,0.0,220502
191,0.0,220501
192,0.0,220405
193,0.0,220404
194,0.0,220401
195,0.0,220304
196,0.0,220303
197,0.0,220301
198,0.0,220206
199,0.0,220205
200,0.0,220203
201,0.0,220202
202,0.0,220201
203,0.0,220106
204,0.0,220104
205,0.0,220103
206,0.0,220102
207,0.0,211301
208,0.0,211203
209,0.0,211103
210,0.0,211002
211,0.0,211001
212,0.0,210902
213,0.0,210805
214,0.0,210802
215,0.0,210801
216,0.0,210710
217,0.0,210709
218,0.0,210704
219,0.0,210702
220,0.0,210701
221,0.0,210601
222,0.0,210501
223,0.0,210406
224,0.0,210402
225,0.0,210401
226,0.0,210310
227,0.0,210308
228,0.0,210307
229,0.0,210301
230,0.0,210211
231,0.0,210204
232,0.0,210201
233,0.0,210113
234,0.0,210112
235,0.0,210105
236,0.0,210104
237,0.0,210103
238,0.0,210102
239,0.0,210101
240,0.0,200806
241,0.0,200805
242,0.0,200803
243,0.0,200802
244,0.0,200801
245,0.0,200704
246,0.0,200703
247,0.0,200702
248,0.0,200701
249,0.0,200608
250,0.0,200607
251,0.0,200606
252,0.0,200605
253,0.0,200604
254,0.0,200603
255,0.0,200602
256,0.0,200506
257,0.0,200505
258,0.0,200504
259,0.0,200503
260,0.0,200410
261,0.0,200409
262,0.0,200408
263,0.0,200407
264,0.0,200406
265,0.0,200405
266,0.0,200404
267,0.0,200403
268,0.0,200402
269,0.0,200401
270,0.0,200308
271,0.0,200305
272,0.0,200304
273,0.0,200303
274,0.0,200302
275,0.0,200301
276,0.0,200210
277,0.0,200207
278,0.0,200205
279,0.0,200204
280,0.0,200203
281,0.0,200202
282,0.0,200201
283,0.0,200115
284,0.0,200114
285,0.0,200111
286,0.0,200110
287,0.0,200109
288,0.0,200108
289,0.0,200107
290,0.0,200105
291,0.0,190307
292,0.0,190306
293,0.0,190305
294,0.0,190304
295,0.0,190303
296,0.0,190302
297,0.0,190301
298,0.0,190207
299,0.0,190206
300,0.0,190205
301,0.0,190204
302,0.0,190203
303,0.0,190202
304,0.0,190201
305,0.0,190112
306,0.0,190111
307,0.0,190110
308,0.0,190109
309,0.0,190107
310,0.0,190106
311,0.0,190105
312,0.0,190103
313,0.0,190102
314,0.0,180303
315,0.0,180302
316,0.0,180204
317,0.0,180106
318,0.0,180103
319,0.0,180102
320,0.0,170302
321,0.0,170204
322,0.0,170203
323,0.0,170202
324,0.0,170201
325,0.0,170103
326,0.0,160701
327,0.0,160606
328,0.0,160605
329,0.0,160603
330,0.0,160602
331,0.0,160601
332,0.0,160510
333,0.0,160509
334,0.0,160506
335,0.0,160504
336,0.0,160503
337,0.0,160501
338,0.0,160403
339,0.0,160402
340,0.0,160401
341,0.0,160305
342,0.0,160304
343,0.0,160303
344,0.0,160301
345,0.0,160211
346,0.0,160210
347,0.0,160206
348,0.0,160112
349,0.0,160106
350,0.0,160104
351,0.0,160103
352,0.0,160102
353,0.0,151033
354,0.0,151032
355,0.0,151030
356,0.0,151022
357,0.0,151021
358,0.0,151009
359,0.0,151006
360,0.0,151002
361,0.0,151001
362,0.0,150906
363,0.0,150901
364,0.0,150812
365,0.0,150810
366,0.0,150808
367,0.0,150806
368,0.0,150805
369,0.0,150803
370,0.0,150732
371,0.0,150728
372,0.0,150727
373,0.0,150724
374,0.0,150723
375,0.0,150722
376,0.0,150716
377,0.0,150714
378,0.0,150710
379,0.0,150709
380,0.0,150705
381,0.0,150704
382,0.0,150701
383,0.0,150608
384,0.0,150606
385,0.0,150605
386,0.0,150604
387,0.0,150516
388,0.0,150515
389,0.0,150514
390,0.0,150513
391,0.0,150512
392,0.0,150511
393,0.0,150510
394,0.0,150509
395,0.0,150507
396,0.0,150506
397,0.0,150505
398,0.0,150504
399,0.0,150503
400,0.0,150502
401,0.0,150501
402,0.0,150407
403,0.0,150404
404,0.0,150401
405,0.0,150301
406,0.0,150205
407,0.0,150204
408,0.0,150203
409,0.0,150202
410,0.0,150138
411,0.0,150128
412,0.0,150127
413,0.0,150126
414,0.0,150124
415,0.0,150123
416,0.0,150119
417,0.0,150111
418,0.0,150106
419,0.0,150102
420,0.0,140312
421,0.0,140311
422,0.0,140310
423,0.0,140309
424,0.0,140308
425,0.0,140307
426,0.0,140306
427,0.0,140305
428,0.0,140304
429,0.0,140303
430,0.0,140301
431,0.0,140206
432,0.0,140205
433,0.0,140204
434,0.0,140203
435,0.0,140202
436,0.0,140201
437,0.0,140120
438,0.0,140119
439,0.0,140118
440,0.0,140117
441,0.0,140116
442,0.0,140115
443,0.0,140114
444,0.0,140113
445,0.0,140112
446,0.0,140111
447,0.0,140110
448,0.0,140109
449,0.0,140108
450,0.0,140107
451,0.0,140105
452,0.0,140104
453,0.0,140103
454,0.0,140102
455,0.0,131203
456,0.0,131201
457,0.0,131104
458,0.0,131103
459,0.0,131101
460,0.0,131006
461,0.0,131002
462,0.0,131001
463,0.0,130904
464,0.0,130901
465,0.0,130809
466,0.0,130808
467,0.0,130807
468,0.0,130802
469,0.0,130801
470,0.0,130705
471,0.0,130704
472,0.0,130703
473,0.0,130702
474,0.0,130701
475,0.0,130614
476,0.0,130602
477,0.0,130601
478,0.0,130504
479,0.0,130501
480,0.0,130403
481,0.0,130402
482,0.0,130208
483,0.0,130207
484,0.0,130206
485,0.0,130205
486,0.0,130204
487,0.0,130203
488,0.0,130202
489,0.0,130201
490,0.0,130110
491,0.0,130109
492,0.0,130108
493,0.0,130106
494,0.0,130105
495,0.0,130103
496,0.0,130102
497,0.0,120909
498,0.0,120908
499,0.0,120906
500,0.0,120905
501,0.0,120904
502,0.0,120903
503,0.0,120902
504,0.0,120901
505,0.0,120810
506,0.0,120807
507,0.0,120806
508,0.0,120805
509,0.0,120804
510,0.0,120802
511,0.0,120709
512,0.0,120707
513,0.0,120706
514,0.0,120705
515,0.0,120704
516,0.0,120703
517,0.0,120702
518,0.0,120608
519,0.0,120607
520,0.0,120606
521,0.0,120605
522,0.0,120603
523,0.0,120602
524,0.0,120601
525,0.0,120504
526,0.0,120502
527,0.0,120501
528,0.0,120434
529,0.0,120433
530,0.0,120432
531,0.0,120431
532,0.0,120430
533,0.0,120428
534,0.0,120426
535,0.0,120425
536,0.0,120423
537,0.0,120422
538,0.0,120421
539,0.0,120420
540,0.0,120419
541,0.0,120418
542,0.0,120417
543,0.0,120416
544,0.0,120415
545,0.0,120414
546,0.0,120413
547,0.0,120412
548,0.0,120410
549,0.0,120409
550,0.0,120408
551,0.0,120407
552,0.0,120405
553,0.0,120404
554,0.0,120403
555,0.0,120402
556,0.0,120304
557,0.0,120302
558,0.0,120215
559,0.0,120214
560,0.0,120213
561,0.0,120212
562,0.0,120211
563,0.0,120210
564,0.0,120208
565,0.0,120207
566,0.0,120206
567,0.0,120205
568,0.0,120204
569,0.0,120202
570,0.0,120201
571,0.0,120136
572,0.0,120135
573,0.0,120134
574,0.0,120133
575,0.0,120132
576,0.0,120130
577,0.0,120129
578,0.0,120128
579,0.0,120127
580,0.0,120126
581,0.0,120124
582,0.0,120122
583,0.0,120121
584,0.0,120120
585,0.0,120119
586,0.0,120117
587,0.0,120116
588,0.0,120113
589,0.0,120112
590,0.0,120111
591,0.0,120107
592,0.0,120106
593,0.0,120105
594,0.0,120104
595,0.0,110508
596,0.0,110507
597,0.0,110506
598,0.0,110504
599,0.0,110503
600,0.0,110502
601,0.0,110404
602,0.0,110403
603,0.0,110402
604,0.0,110401
605,0.0,110305
606,0.0,110304
607,0.0,110301
608,0.0,110211
609,0.0,110209
610,0.0,110208
611,0.0,110207
612,0.0,110206
613,0.0,110205
614,0.0,110204
615,0.0,110203
616,0.0,110202
617,0.0,110113
618,0.0,110112
619,0.0,110111
620,0.0,110110
621,0.0,110109
622,0.0,110108
623,0.0,110107
624,0.0,110106
625,0.0,110105
626,0.0,110104
627,0.0,110103
628,0.0,110102
629,0.0,101107
630,0.0,101106
631,0.0,101007
632,0.0,101002
633,0.0,101001
634,0.0,100904
635,0.0,100903
636,0.0,100901
637,0.0,100804
638,0.0,100802
639,0.0,100801
640,0.0,100703
641,0.0,100702
642,0.0,100606
643,0.0,100605
644,0.0,100604
645,0.0,100603
646,0.0,100602
647,0.0,100506
648,0.0,100505
649,0.0,100504
650,0.0,100503
651,0.0,100501
652,0.0,100404
653,0.0,100402
654,0.0,100322
655,0.0,100317
656,0.0,100313
657,0.0,100307
658,0.0,100301
659,0.0,100208
660,0.0,100207
661,0.0,100206
662,0.0,100205
663,0.0,100204
664,0.0,100201
665,0.0,100112
666,0.0,100111
667,0.0,100110
668,0.0,100109
669,0.0,100104
670,0.0,100103
671,0.0,100102
672,0.0,090713
673,0.0,090712
674,0.0,090710
675,0.0,090706
676,0.0,090705
677,0.0,090703
678,0.0,090702
679,0.0,090701
680,0.0,090616
681,0.0,090615
682,0.0,090613
683,0.0,090608
684,0.0,090601
685,0.0,090510
686,0.0,090509
687,0.0,090506
688,0.0,090504
689,0.0,090501
690,0.0,090406
691,0.0,090401
692,0.0,090309
693,0.0,090304
694,0.0,090301
695,0.0,090208
696,0.0,090207
697,0.0,090201
698,0.0,090118
699,0.0,090117
700,0.0,090116
701,0.0,090113
702,0.0,090108
703,0.0,090107
704,0.0,090106
705,0.0,090103
706,0.0,090101
707,0.0,081307
708,0.0,081306
709,0.0,081305
710,0.0,081303
711,0.0,081212
712,0.0,081211
713,0.0,081210
714,0.0,081209
715,0.0,081208
716,0.0,081207
717,0.0,081206
718,0.0,081204
719,0.0,081203
720,0.0,081202
721,0.0,081201
722,0.0,081106
723,0.0,081103
724,0.0,081005
725,0.0,081003
726,0.0,081002
727,0.0,080909
728,0.0,080908
729,0.0,080907
730,0.0,080906
731,0.0,080905
732,0.0,080904
733,0.0,080903
734,0.0,080901
735,0.0,080803
736,0.0,080801
737,0.0,080706
738,0.0,080704
739,0.0,080702
740,0.0,080701
741,0.0,080608
742,0.0,080607
743,0.0,080606
744,0.0,080604
745,0.0,080602
746,0.0,080601
747,0.0,080503
748,0.0,080501
749,0.0,080407
750,0.0,080406
751,0.0,080405
752,0.0,080404
753,0.0,080403
754,0.0,080401
755,0.0,080309
756,0.0,080308
757,0.0,080306
758,0.0,080304
759,0.0,080303
760,0.0,080301
761,0.0,080206
762,0.0,080205
763,0.0,080203
764,0.0,080201
765,0.0,080107
766,0.0,080105
767,0.0,080103
768,0.0,080102
769,0.0,070105
770,0.0,070103
771,0.0,070102
772,0.0,061307
773,0.0,061305
774,0.0,061304
775,0.0,061303
776,0.0,061301
777,0.0,061203
778,0.0,061201
779,0.0,061113
780,0.0,061112
781,0.0,061111
782,0.0,061110
783,0.0,061108
784,0.0,061107
785,0.0,061105
786,0.0,061103
787,0.0,061101
788,0.0,061005
789,0.0,061001
790,0.0,060907
791,0.0,060906
792,0.0,060905
793,0.0,060904
794,0.0,060903
795,0.0,060902
796,0.0,060901
797,0.0,060812
798,0.0,060811
799,0.0,060809
800,0.0,060808
801,0.0,060807
802,0.0,060805
803,0.0,060804
804,0.0,060803
805,0.0,060802
806,0.0,060703
807,0.0,060702
808,0.0,060701
809,0.0,060614
810,0.0,060613
811,0.0,060611
812,0.0,060607
813,0.0,060606
814,0.0,060602
815,0.0,060601
816,0.0,060508
817,0.0,060507
818,0.0,060505
819,0.0,060504
820,0.0,060502
821,0.0,060501
822,0.0,060419
823,0.0,060418
824,0.0,060417
825,0.0,060413
826,0.0,060410
827,0.0,060409
828,0.0,060408
829,0.0,060407
830,0.0,060406
831,0.0,060401
832,0.0,060309
833,0.0,060308
834,0.0,060306
835,0.0,060305
836,0.0,060304
837,0.0,060303
838,0.0,060301
839,0.0,060204
840,0.0,060202
841,0.0,060112
842,0.0,060111
843,0.0,060110
844,0.0,060109
845,0.0,060108
846,0.0,060107
847,0.0,060106
848,0.0,060105
849,0.0,060104
850,0.0,060103
851,0.0,060102
852,0.0,051108
853,0.0,051106
854,0.0,051010
855,0.0,051005
856,0.0,051001
857,0.0,050906
858,0.0,050901
859,0.0,050704
860,0.0,050702
861,0.0,050701
862,0.0,050621
863,0.0,050620
864,0.0,050619
865,0.0,050611
866,0.0,050609
867,0.0,050604
868,0.0,050601
869,0.0,050504
870,0.0,050503
871,0.0,050502
872,0.0,050501
873,0.0,050407
874,0.0,050404
875,0.0,050403
876,0.0,050402
877,0.0,050401
878,0.0,050301
879,0.0,050206
880,0.0,050202
881,0.0,050201
882,0.0,050115
883,0.0,050114
884,0.0,050113
885,0.0,050112
886,0.0,050110
887,0.0,050108
888,0.0,050106
